runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R073782,61,Male,1,Beginner,303,36
R068639,19,Male,1,Beginner,277,20
R032304,27,Female,3,Advanced,261,57.1
R080794,45,Female,3,Intermediate,259,52.9
R093035,27,Male,1,Beginner,280,20
R088579,59,Male,1,Beginner,232,20
R016322,58,Female,3,Beginner,291,24.9
R081091,50,Male,2,Beginner,282,20
R026786,51,Male,1,Beginner,277,34.8
R075291,46,Male,0,Intermediate,,30.6
R033302,23,Female,0,Beginner,,20
R057560,31,Female,3,Beginner,289,23.7
R077343,37,Female,5,Intermediate,273,20
R057390,18,Female,2,Intermediate,298,20
R056017,46,Male,2,Beginner,245,109.1357074
R099608,58,Female,1,Beginner,265,35.7
R092136,57,Female,1,Beginner,281,20
R017382,40,Male,3,Beginner,307,20
R086939,52,Female,2,Intermediate,269,20
R084529,38,Female,0,Advanced,,20
R079252,48,Male,3,Beginner,301,23.3
R054631,19,Male,1,Advanced,208,30.4
R026547,18,Male,1,Beginner,268,30.2
R015271,64,Male,5,Intermediate,236,23.6
R063843,54,Female,0,Beginner,,20
R093898,36,Male,1,Beginner,298,45.2
R041129,36,Female,2,Beginner,253,55.6
R074047,46,Female,4,Beginner,271,20.2
R052543,41,Male,2,Intermediate,234,20
R050264,62,Male,4,Beginner,280,37.8
R019131,32,Female,2,Beginner,239,20
R007944,44,Female,2,Beginner,281,20
R012639,47,Female,1,Advanced,208,20
R015799,37,Female,3,Beginner,303,35.3
R041897,61,Female,0,Intermediate,,20
R054830,30,Male,1,Beginner,266,20
R028666,45,Female,1,Beginner,293,20
R085632,43,Male,0,Beginner,,20
R074718,49,Male,2,Beginner,286,20
R036796,50,Non-binary,3,Intermediate,272,27.3
R036785,42,Female,1,Beginner,316,33.1
R035769,51,Male,2,Beginner,302,33
R012952,45,Female,2,Beginner,285,21.4
R042169,21,Female,1,Intermediate,269,20
R075793,38,Male,0,Intermediate,,56.7
R058069,24,Female,0,Beginner,,33.7
R011465,53,Female,4,Beginner,287,27.4
R081315,61,Female,0,Intermediate,,73.7
R033651,54,Female,1,Beginner,299,26.5
R084169,57,Male,0,Intermediate,,20
R090120,24,Female,1,Intermediate,239,20
R065890,38,Male,3,Intermediate,270,20
R003151,36,Female,2,Intermediate,290,23.9
R060700,24,Female,3,Beginner,244,20
R021214,53,Female,4,Beginner,267,20
R058064,20,Female,1,Intermediate,224,27.5
R066333,28,Non-binary,2,Intermediate,275,20
R076005,60,Female,1,Intermediate,225,22
R049308,51,Male,1,Intermediate,252,26.6
R067417,27,Female,1,Beginner,246,35.6
R052507,35,Female,2,Intermediate,260,20
R042186,60,Male,1,Beginner,282,23.1
R006670,61,Female,3,Beginner,274,20
R045674,46,Male,1,Advanced,223,20
R006097,54,Female,0,Intermediate,,20
R041347,42,Female,5,Beginner,264,21.4
R040514,29,Female,1,Intermediate,273,20
R014446,56,Female,3,Beginner,306,20
R048207,52,Female,4,Intermediate,295,32.5
R063339,58,Male,1,Beginner,266,20.5
R022052,49,Female,2,Intermediate,214,20
R061778,53,Female,0,Beginner,,47.9
R052301,47,Male,0,Intermediate,,25
R012290,49,Non-binary,5,Beginner,325,20
R001014,20,Female,1,Beginner,282,31.8
R009894,58,Male,3,Beginner,233,20
R006767,62,Male,2,Beginner,270,20
R093635,31,Female,2,Beginner,305,48.3
R048746,46,Female,2,Beginner,286,20
R000554,41,Female,3,Advanced,211,20
R006635,33,Female,1,Beginner,277,20
R057170,34,Male,1,Intermediate,207,20
R023009,55,Female,2,Advanced,226,48.3
R051873,34,Female,2,Beginner,271,20
R027085,53,Male,2,Beginner,291,20
R038502,33,Male,3,Beginner,284,20
R003644,28,Male,2,Beginner,292,32.1
R080373,18,Female,3,Beginner,267,40.4
R012526,53,Male,5,Advanced,201,53.4
R087353,31,Female,1,Beginner,261,20
R085536,35,Male,1,Advanced,212,23.8
R006140,48,Female,4,Beginner,264,20
R077606,48,Female,1,Advanced,209,24.9
R085609,39,Male,3,Intermediate,275,41.6
R004700,35,Male,1,Beginner,302,20.9
R089262,62,Female,1,Intermediate,259,20
R021824,31,Male,4,Intermediate,256,24.9
R081454,53,Female,7,Beginner,289,20
R061180,57,Male,4,Beginner,260,25
R063762,19,Female,0,Beginner,,43.1
R079885,55,Female,2,Advanced,198,28.2
R051856,24,Female,0,Beginner,,20
R049376,41,Male,0,Beginner,,32.2
R025558,45,Female,1,Advanced,252,48.4
R029323,62,Female,2,Intermediate,243,64.9
R039892,29,Male,2,Advanced,181,62.2
R064760,23,Female,1,Intermediate,268,23.3
R070846,48,Male,3,Intermediate,254,38.6
R080950,53,Male,3,Intermediate,238,26.1
R020279,49,Male,2,Intermediate,260,107.9859076
R073734,60,Male,2,Intermediate,266,20
R050842,59,Male,3,Advanced,249,32.5
R001497,26,Male,1,Intermediate,241,20
R055750,47,Female,3,Beginner,254,31.2
R019006,50,Male,2,Advanced,192,20
R067192,31,Male,3,Beginner,279,20
R030312,41,Female,2,Advanced,196,37.5
R075284,49,Female,2,Intermediate,209,20
R065384,56,Female,3,Beginner,263,20
R011726,60,Female,2,Beginner,288,20
R078465,64,Female,2,Advanced,284,36.4
R079484,27,Male,2,Intermediate,243,23.8
R014197,60,Female,2,Beginner,243,20
R068894,28,Male,0,Beginner,,28.9
R015264,33,Male,0,Beginner,,24
R040417,53,Male,1,Beginner,251,41.9
R092135,58,Male,1,Beginner,289,20
R017166,27,Male,5,Advanced,191,53.4
R042467,61,Female,2,Intermediate,237,24.4
R056487,52,Male,1,Beginner,263,32.5
R087376,24,Male,3,Beginner,266,29.4
R052630,33,Female,4,Advanced,199,71
R047553,28,Male,1,Beginner,262,20
R054295,28,Male,2,Beginner,268,23.4
R034041,35,Male,1,Intermediate,276,20
R020122,49,Female,2,Advanced,212,55.4
R050031,33,Male,1,Advanced,215,20
R075310,60,Male,4,Beginner,292,41.1
R017258,51,Female,2,Beginner,277,40.4
R047048,55,Female,4,Beginner,304,20
R018978,64,Male,2,Beginner,297,20
R047728,37,Female,1,Intermediate,293,29.2
R099657,60,Female,3,Intermediate,249,29.9
R009320,56,Female,2,Beginner,297,29.9
R022944,21,Female,4,Intermediate,262,20
R074106,24,Female,4,Beginner,269,20
R067396,58,Male,1,Beginner,292,20
R084736,30,Male,1,Beginner,274,20
R085271,42,Female,1,Intermediate,302,20
R053919,55,Male,2,Beginner,290,20
R075948,50,Female,0,Beginner,,20
R047668,62,Male,2,Beginner,295,27
R018941,27,Male,1,Intermediate,235,27.3
R049427,28,Male,2,Intermediate,245,20
R093318,22,Male,2,Beginner,245,20
R008002,18,Male,2,Beginner,260,20
R040595,62,Male,6,Advanced,244,74.2
R050577,38,Male,0,Intermediate,,37.5
R041241,36,Male,1,Beginner,301,104.8311117
R072356,64,Female,0,Advanced,,20
R024929,50,Female,2,Beginner,317,30.4
R082023,25,Female,2,Beginner,292,29.9
R091809,20,Male,4,Beginner,317,20
R040109,31,Male,0,Intermediate,,20
R014808,26,Female,2,Intermediate,273,59.7
R085981,57,Male,2,Intermediate,257,38.7
R056713,46,Male,4,Beginner,288,20
R064079,22,Male,2,Beginner,268,27.5
R017958,56,Female,2,Beginner,262,20
R021787,23,Male,3,Beginner,269,29.9
R024168,37,Female,4,Intermediate,286,20
R085464,60,Male,1,Advanced,223,29.4
R047451,46,Female,0,Beginner,,24
R092101,19,Male,3,Beginner,279,28.7
R063194,62,Female,4,Beginner,312,34.9
R090732,55,Female,0,Advanced,,72.9
R047433,48,Male,2,Advanced,224,20
R071578,45,Male,3,Beginner,329,20
R098441,44,Male,3,Beginner,262,31
R078477,49,Male,1,Beginner,285,21.2
R043051,48,Non-binary,4,Intermediate,260,20
R010825,24,Male,5,Beginner,288,20
R003899,65,Male,2,Advanced,228,31.1
R030516,37,Male,1,Intermediate,251,49.6
R044492,57,Male,2,Beginner,281,20
R047073,33,Male,0,Beginner,,20
R007098,64,Male,4,Beginner,288,39.3
R090130,46,Female,4,Beginner,315,20
R040215,22,Female,1,Beginner,271,29.8
R040789,61,Female,0,Intermediate,,20
R004002,53,Female,1,Intermediate,251,20.6
R007783,21,Male,2,Beginner,261,20
R006368,47,Male,1,Advanced,269,60.9
R028877,58,Male,0,Intermediate,,20
R026856,23,Female,3,Beginner,285,20
R060516,64,Male,0,Intermediate,,20
R084887,33,Female,5,Intermediate,265,27.8
R081448,36,Male,1,Advanced,203,49.7
R064478,36,Male,5,Advanced,203,20
R011635,25,Male,6,Beginner,235,32.6
R026234,58,Female,0,Intermediate,,20
R041706,58,Female,3,Intermediate,254,20
R070110,30,Female,0,Beginner,,20
R030614,47,Male,1,Intermediate,205,32
R034911,29,Female,2,Beginner,254,20
R098790,39,Non-binary,3,Beginner,234,20
R068775,49,Male,2,Advanced,234,100.2509807
R056427,59,Female,1,Beginner,255,21.7
R044988,55,Female,1,Beginner,260,20
R084806,54,Female,1,Beginner,291,37.3
R099925,52,Female,1,Beginner,330,20
R029237,49,Male,1,Intermediate,260,20
R051461,31,Male,5,Beginner,247,46.6
R088135,32,Female,2,Advanced,212,20.4
R054385,58,Male,1,Intermediate,250,49.9
R049730,35,Male,2,Beginner,295,20
R038058,21,Male,4,Beginner,285,20
R000003,32,Female,2,Intermediate,266,20
R098707,58,Female,2,Intermediate,252,38.4
R071941,31,Female,2,Beginner,249,20
R004695,53,Non-binary,4,Beginner,308,20
R083824,44,Male,2,Beginner,279,21.3
R035804,61,Female,2,Advanced,230,116.7737337
R038196,47,Male,0,Beginner,,21.6
R092783,19,Male,3,Beginner,268,41.1
R089979,43,Female,1,Beginner,263,20
R011290,44,Female,1,Beginner,284,20
R022913,46,Female,2,Beginner,267,20
R027356,25,Female,1,Beginner,268,20
R053724,22,Male,3,Advanced,197,35.4
R060003,56,Male,2,Beginner,306,20
R035948,53,Female,5,Intermediate,204,24
R060986,57,Female,2,Advanced,268,20
R088305,45,Female,0,Beginner,,20
R043079,42,Non-binary,2,Beginner,327,20
R052244,53,Male,3,Advanced,199,20
R053167,50,Male,1,Intermediate,271,22.6
R012150,51,Male,4,Beginner,311,20
R011185,50,Male,5,Beginner,329,20
R041668,19,Male,1,Beginner,281,20
R039183,44,Female,2,Intermediate,233,45.7
R068038,57,Female,5,Advanced,246,20
R008692,39,Male,3,Beginner,271,41.1
R005409,47,Male,1,Beginner,311,20
R009442,28,Female,4,Beginner,257,20
R047392,53,Female,4,Beginner,254,20
R058963,24,Female,1,Intermediate,249,56.1
R049874,35,Female,1,Advanced,189,20
R070350,24,Female,1,Beginner,288,20
R029849,42,Male,1,Beginner,296,20
R072292,46,Male,0,Advanced,,60.7
R011389,50,Female,2,Advanced,174,20
R043872,42,Male,4,Beginner,241,20
R062797,35,Male,0,Beginner,,20
R069682,34,Female,0,Intermediate,,31.4
R059333,19,Male,5,Beginner,238,20
R006333,46,Male,1,Beginner,265,43.5
R015726,43,Male,1,Intermediate,252,38.4
R025664,37,Male,0,Advanced,,23.9
R051771,44,Female,1,Beginner,311,26.6
R074783,28,Male,0,Advanced,,20
R091033,40,Male,5,Intermediate,259,20
R091144,46,Male,3,Intermediate,246,20
R095089,32,Male,0,Beginner,,44
R001449,61,Non-binary,3,Intermediate,285,20
R027897,61,Female,2,Intermediate,215,36.7
R065039,18,Male,4,Beginner,267,36.9
R008189,23,Male,2,Intermediate,250,20
R092288,31,Female,1,Intermediate,275,20
R072426,42,Female,3,Intermediate,284,20
R078938,55,Male,0,Intermediate,,40.1
R096447,26,Male,0,Beginner,,20
R052397,33,Female,2,Advanced,255,45.7
R048147,61,Male,2,Intermediate,244,20
R001140,60,Female,3,Advanced,188,29.3
R058264,34,Female,4,Beginner,294,26.5
R078374,48,Male,3,Intermediate,245,21.7
R016596,51,Female,3,Beginner,297,20
R006500,64,Female,2,Advanced,252,23.6
R029879,46,Female,1,Beginner,308,20
R035428,56,Male,1,Intermediate,259,27.6
R042399,44,Female,0,Intermediate,,35.5
R027718,62,Female,2,Advanced,239,20
R055753,39,Female,3,Intermediate,261,54.2
R008194,33,Male,0,Beginner,,20
R096296,18,Female,3,Beginner,288,20
R029004,38,Male,1,Beginner,265,20
R087880,36,Male,3,Intermediate,277,20
R059319,56,Female,4,Intermediate,236,24.7
R071241,43,Male,3,Advanced,198,53.4
R015006,44,Female,2,Beginner,272,32.8
R059718,57,Non-binary,1,Intermediate,237,24.2
R004118,37,Female,2,Beginner,287,34.4
R015283,46,Male,2,Advanced,251,37.1
R089786,36,Male,0,Beginner,,21.2
R064460,43,Female,1,Intermediate,267,20
R027745,33,Female,2,Beginner,262,20
R049266,33,Female,2,Beginner,286,20
R055023,65,Female,4,Intermediate,273,20
R008674,43,Female,0,Beginner,,20
R080746,53,Male,5,Beginner,298,27.1
R056650,33,Female,2,Intermediate,285,20
R088887,60,Female,0,Intermediate,,20
R041868,49,Male,3,Intermediate,225,23.2
R047028,43,Female,2,Beginner,263,21.7
R046823,37,Female,1,Beginner,259,20
R083294,56,Male,1,Intermediate,248,32.3
R070579,61,Male,3,Advanced,219,20
R002799,40,Female,0,Advanced,,22.2
R062546,48,Male,1,Beginner,268,20
R070964,37,Male,5,Advanced,209,20
R002552,19,Female,1,Beginner,293,30.6
R081767,53,Female,0,Advanced,,20
R083534,63,Male,2,Intermediate,223,33.3
R014991,43,Male,0,Beginner,,38.5
R062590,36,Male,1,Beginner,304,43.2
R039937,27,Female,1,Beginner,318,25.7
R041496,64,Male,1,Intermediate,226,27.6
R096485,32,Female,0,Advanced,,42.2
R050749,53,Male,3,Beginner,281,20
R022409,46,Male,1,Intermediate,240,110.3462302
R074263,61,Female,4,Beginner,284,20
R066092,37,Male,1,Intermediate,237,32.8
R000714,58,Male,2,Beginner,286,39.3
R045867,23,Female,3,Beginner,247,20
R072394,64,Female,4,Beginner,294,28.2
R006433,56,Male,1,Intermediate,256,46.4
R005836,62,Female,4,Advanced,206,42.1
R085315,60,Male,5,Advanced,193,52.6
R051237,21,Male,5,Intermediate,278,20
R047978,25,Male,0,Advanced,,22
R042718,19,Female,3,Intermediate,281,20
R063862,41,Female,3,Beginner,274,20
R097799,38,Female,2,Beginner,330,20
R034360,60,Female,2,Intermediate,221,46.7
R017540,27,Female,2,Beginner,304,20
R010600,45,Female,4,Intermediate,263,20
R006448,35,Male,1,Beginner,273,20
R065460,19,Male,2,Beginner,249,24.7
R086956,19,Female,4,Intermediate,295,20
R008606,35,Female,2,Beginner,233,20
R084010,43,Male,3,Intermediate,266,25.7
R011828,60,Male,2,Beginner,291,20
R059682,26,Male,2,Beginner,264,20
R016434,26,Female,2,Beginner,296,20
R001396,62,Female,1,Advanced,219,20
R095621,42,Male,3,Intermediate,249,20
R038130,45,Male,2,Advanced,204,32.7
R033593,56,Male,0,Beginner,,20
R060675,60,Female,3,Beginner,269,20
R065324,23,Female,1,Intermediate,292,20
R028401,36,Female,0,Intermediate,,24.9
R040867,40,Male,2,Advanced,197,38.1
R049526,51,Female,3,Beginner,282,20
R064572,38,Male,1,Beginner,292,20
R073567,39,Female,1,Intermediate,270,20
R028135,22,Female,1,Intermediate,246,105.3579822
R023158,34,Male,5,Intermediate,260,20
R023813,50,Female,3,Intermediate,262,31
R066303,39,Female,5,Intermediate,244,20
R067213,42,Non-binary,2,Beginner,275,24.9
R041418,60,Female,3,Beginner,252,20
R027242,52,Male,4,Intermediate,289,36.3
R057287,62,Female,3,Beginner,285,28.5
R013483,43,Female,2,Advanced,162,31.9
R034050,63,Female,2,Beginner,249,20
R012185,33,Male,2,Beginner,298,20
R002447,35,Male,2,Beginner,265,20
R024396,19,Male,1,Beginner,258,20
R046938,37,Female,3,Intermediate,192,20
R090353,58,Female,1,Intermediate,221,37.5
R089732,27,Male,1,Intermediate,251,42.5
R016131,59,Female,1,Intermediate,249,20
R032763,42,Male,2,Intermediate,322,113.9048547
R022437,25,Female,1,Intermediate,242,28.7
R075658,23,Male,2,Intermediate,278,36
R072003,48,Female,2,Intermediate,233,20
R093786,39,Male,2,Beginner,350,20
R030300,59,Female,2,Beginner,287,20.9
R020569,24,Male,3,Intermediate,248,31.6
R041135,20,Female,2,Intermediate,262,20
R085217,45,Female,0,Beginner,,27.9
R071039,60,Female,0,Intermediate,,31.4
R016839,44,Female,2,Beginner,267,36.9
R007930,23,Non-binary,2,Beginner,274,40
R077839,34,Male,3,Beginner,284,20
R018578,22,Male,1,Beginner,313,20
R009622,37,Female,2,Beginner,295,33.6
R012015,38,Male,3,Intermediate,237,28.6
R018061,27,Female,0,Beginner,,43.4
R006060,33,Male,5,Intermediate,246,20
R040740,44,Male,3,Advanced,212,33.8
R056795,39,Female,1,Beginner,249,20
R063054,59,Male,1,Advanced,202,48
R071348,28,Female,2,Beginner,275,28.5
R057164,63,Female,2,Beginner,224,20
R051390,59,Non-binary,2,Advanced,205,20
R060540,55,Female,1,Intermediate,257,20
R088549,44,Female,2,Intermediate,280,105.4715933
R099417,44,Female,0,Advanced,,34.1
R053544,25,Female,1,Advanced,189,58.3
R077329,44,Male,2,Beginner,310,30.4
R087965,39,Female,5,Intermediate,234,26.7
R015902,34,Female,1,Beginner,308,20.2
R079637,54,Female,2,Intermediate,246,20
R016636,20,Male,3,Intermediate,277,20
R055591,45,Female,1,Beginner,290,27
R017271,27,Female,2,Intermediate,249,21.9
R068169,48,Female,0,Beginner,,50.1
R023775,37,Male,1,Beginner,252,20
R025405,31,Female,2,Beginner,267,40.1
R045973,35,Male,4,Beginner,309,24.7
R038177,61,Male,5,Beginner,295,102.4004007
R038556,27,Male,2,Beginner,289,20
R039648,62,Female,2,Intermediate,234,26.3
R049806,39,Non-binary,1,Advanced,230,20
R080712,47,Male,3,Beginner,274,20
R093490,54,Female,3,Beginner,271,20
R059762,18,Male,3,Beginner,240,29.7
R095224,43,Female,3,Advanced,188,42.1
R056024,46,Female,2,Intermediate,253,20.6
R046212,35,Male,2,Beginner,297,20
R035616,52,Male,1,Intermediate,221,28
R034454,35,Male,1,Intermediate,252,20
R055812,61,Female,1,Beginner,262,20
R011591,26,Male,4,Advanced,243,20
R036026,20,Female,1,Intermediate,251,31.9
R011140,64,Female,1,Beginner,244,44.1
R053113,55,Male,1,Beginner,254,20.6
R036820,41,Male,5,Advanced,230,31.8
R044987,44,Female,4,Beginner,307,20
R047965,51,Female,1,Beginner,252,24.4
R068769,21,Male,2,Intermediate,236,20
R088332,61,Male,2,Intermediate,253,20
R050649,51,Female,2,Beginner,290,63
R046424,25,Female,4,Intermediate,231,31.5
R034017,48,Female,1,Intermediate,264,23.1
R054589,18,Male,2,Beginner,260,20
R030272,46,Non-binary,2,Intermediate,270,20
R000091,58,Male,6,Beginner,296,28.1
R089138,62,Female,5,Intermediate,255,20
R024610,48,Male,0,Beginner,,36.9
R099174,26,Male,3,Beginner,282,20
R056370,29,Male,1,Intermediate,279,28.7
R071738,34,Male,3,Intermediate,265,20
R055222,40,Male,3,Beginner,291,27.8
R060241,28,Male,1,Advanced,234,20
R047931,49,Female,2,Intermediate,243,26
R019776,29,Male,1,Beginner,294,20
R076106,39,Male,1,Advanced,221,20
R003646,21,Male,1,Beginner,274,22.6
R030137,32,Non-binary,2,Beginner,273,20
R094115,47,Male,5,Beginner,284,24.5
R043619,22,Female,2,Intermediate,236,21.6
R009897,48,Non-binary,5,Beginner,303,20
R035733,55,Male,1,Beginner,306,36
R045406,49,Female,3,Intermediate,225,25.9
R049655,51,Female,3,Beginner,283,22.6
R086361,61,Female,3,Intermediate,262,32.2
R043906,62,Male,3,Beginner,310,20
R002928,27,Female,2,Beginner,311,20
R081201,33,Female,2,Intermediate,234,20
R087212,32,Non-binary,2,Beginner,266,20
R061119,64,Male,1,Beginner,311,37.2
R086534,41,Male,5,Advanced,227,42.3
R040773,58,Female,5,Beginner,280,20
R000302,19,Male,2,Beginner,243,23.7
R052625,64,Female,2,Beginner,284,20.6
R072841,40,Male,1,Beginner,270,20
R018218,64,Male,0,Intermediate,,20
R022261,36,Male,1,Beginner,284,20
R065372,42,Male,1,Beginner,302,20
R032392,19,Male,2,Intermediate,290,20
R041286,50,Female,2,Advanced,212,20
R046994,40,Female,4,Intermediate,255,20
R067295,38,Female,0,Beginner,,20
R024221,30,Female,1,Intermediate,295,20
R040763,65,Male,2,Intermediate,241,20
R036052,61,Female,2,Beginner,303,44.4
R012536,31,Female,2,Intermediate,221,36
R006686,43,Female,2,Beginner,309,20
R069622,58,Male,1,Intermediate,252,20
R093371,28,Female,1,Advanced,185,20
R018520,58,Male,1,Intermediate,263,28.3
R068199,62,Male,0,Advanced,,113.2840974
R065094,18,Male,3,Beginner,294,37.4
R029331,27,Female,3,Beginner,290,20
R013500,38,Female,2,Intermediate,240,49
R086931,55,Male,3,Intermediate,262,20
R045685,23,Male,1,Beginner,275,20
R061554,31,Male,0,Beginner,,22.7
R088092,41,Male,3,Advanced,218,49
R001964,36,Female,3,Beginner,288,20
R047623,54,Male,3,Beginner,277,20
R014813,53,Male,2,Beginner,307,24.1
R003329,52,Male,0,Advanced,,20
R061725,44,Female,4,Advanced,175,113.2010011
R071019,48,Female,1,Beginner,257,20
R005310,38,Male,4,Advanced,230,20
R077421,43,Male,2,Advanced,235,20
R070143,18,Female,0,Beginner,,54.8
R096660,26,Male,2,Beginner,260,24.7
R006853,55,Female,0,Intermediate,,95.1
R063734,18,Female,2,Beginner,299,44.7
R067207,35,Male,4,Beginner,310,20
R061831,30,Female,2,Intermediate,286,20
R012644,64,Male,1,Intermediate,244,20
R037577,26,Female,1,Intermediate,233,20
R052130,25,Male,3,Advanced,247,48.2
R079419,25,Female,3,Beginner,254,20
R008267,48,Male,0,Beginner,,119.2990965
R048902,41,Male,4,Beginner,264,20
R014054,45,Non-binary,3,Beginner,278,47.2
R033188,39,Male,5,Beginner,258,20
R072969,42,Non-binary,2,Intermediate,224,43.4
R010973,34,Female,2,Intermediate,286,20
R027430,22,Female,2,Beginner,293,20
R086001,65,Female,1,Intermediate,253,41.1
R006932,34,Non-binary,1,Beginner,272,20.2
R032952,46,Female,3,Beginner,275,20
R083170,36,Male,3,Advanced,216,41.4
R066435,51,Male,1,Beginner,335,23.9
R025049,26,Female,3,Beginner,277,20
R017002,64,Female,1,Beginner,267,20
